,0,1,2,3,4,5
1433741,4,2060509411,Sat Jun 06 19:02:20 PDT 2009,NO_QUERY,theoats,If anyones bored.. Come and see sleepwell at finneys!! 60th st and 22nd ave 
265629,0,1988835106,Sun May 31 23:30:51 PDT 2009,NO_QUERY,ettibowen,Missin my Poop.  I'm all hurty and D.
65291,0,1690908358,Sun May 03 16:39:18 PDT 2009,NO_QUERY,Joeysmiles,@ilyriley no school either today  Except I feel sickies 
204622,0,1972664682,Sat May 30 09:39:12 PDT 2009,NO_QUERY,marysaysholler,"damn, i need a seven in toms shoes. please don't be sold out anymore "
1151851,4,1978653503,Sun May 31 00:01:53 PDT 2009,NO_QUERY,KatieSouthie,"@GwenTheAnnoying Ah well, I have friends of the family that live there and they have cute accents "
991463,4,1835119281,Mon May 18 05:11:26 PDT 2009,NO_QUERY,quilthug,@lancearmstrong but who's counting huh? Keep it up my friend 
622696,0,2229294325,Thu Jun 18 15:32:15 PDT 2009,NO_QUERY,christuvwxyz,all you do is make me cry and all i do is keep loving you 
1461283,4,2063918358,Sun Jun 07 04:34:47 PDT 2009,NO_QUERY,valeriawagner,@mgardot finally I've bought tickets for your concert in Montreux in july  can't wait to see you!
549122,0,2202553937,Tue Jun 16 21:59:59 PDT 2009,NO_QUERY,draconiskitty,upset cuz of my brother. i knew sumthing bad was gonna happen.... thats y i left..... 
770044,0,2301856616,Tue Jun 23 16:00:21 PDT 2009,NO_QUERY,IAmDunketh,"FFS! I think the network port on my 360 is goosed, it's only 3days old! "
1435415,4,2060803920,Sat Jun 06 19:36:33 PDT 2009,NO_QUERY,paranormichelle,"@fcclynchburg We should extend that to our coming church attendee, Henry, who'll be at LC in a short amount of time! "
1073729,4,1966839979,Fri May 29 18:29:43 PDT 2009,NO_QUERY,Bjandros,thank the lord its the weekend 
1459755,4,2063785020,Sun Jun 07 04:03:54 PDT 2009,NO_QUERY,drrea,"@jessisabellB just someone-someone, hahah "
1370849,4,2051088571,Fri Jun 05 19:50:29 PDT 2009,NO_QUERY,pinkykate,I swear my clothes are never ending ugg I hate unpacking... But sop happy to be home 
270843,0,1989915251,Mon Jun 01 03:15:19 PDT 2009,NO_QUERY,chrisathome,"Back to work after holiday in 1 hour, I really need a new job, I miss being a tech "
1456159,4,2063473535,Sun Jun 07 02:48:10 PDT 2009,NO_QUERY,DamoNOASSS,gots myself a job lol.  lots of money  xo
1344344,4,2039869246,Thu Jun 04 23:01:03 PDT 2009,NO_QUERY,Mundilia,What? Did tonight really happen? We'll see in the morning 
202168,0,1972062586,Sat May 30 08:29:01 PDT 2009,NO_QUERY,jamiemcflyx,@jennypoynter I know  Crap!
921360,4,1754178941,Sun May 10 05:18:06 PDT 2009,NO_QUERY,alexderossi,@arlocordova no! htese are the cheap ones from the lata!!! bwahahaahaha!!! 
683906,0,2250399710,Sat Jun 20 00:25:57 PDT 2009,NO_QUERY,quiiicq,"@LexaShmexa In Canada swimming, in Czech republic working. I hate my country "
61748,0,1686828899,Sun May 03 06:54:57 PDT 2009,NO_QUERY,rachelslott,No bamboozle today  gotta stay safe and awkward pains aren't good.
1377615,4,2051907448,Fri Jun 05 23:06:55 PDT 2009,NO_QUERY,LauraChristine_,work again tomorrow. sleepy time 
783941,0,2324038389,Thu Jun 25 02:07:28 PDT 2009,NO_QUERY,teefax,Making JS code from 2003 work on modern browsers == no fun 
817025,4,1551619477,Sat Apr 18 09:32:06 PDT 2009,NO_QUERY,lullabies4me,"Good morning  another day to start fresh, we will see what the day holds. For now... Breakfast!"
897354,4,1693321944,Sun May 03 22:11:44 PDT 2009,NO_QUERY,Jenobe24,Lakers game tomorrow night!!!! Im soooooooo ready! I been missin my Kobe  GOOOOOOOOOOOO LAKERS!!!!!!!!!!!!!!!!!!!!!!!
797170,0,2328055483,Thu Jun 25 09:06:51 PDT 2009,NO_QUERY,robert_T,"@danoliver hm. not in Switzerland, I'm afraid - regional controls  usual story. ho hum"
1553848,4,2184738322,Mon Jun 15 16:20:50 PDT 2009,NO_QUERY,videosawyer,@swirlygrl It's okay. It happens 
768215,0,2300862033,Tue Jun 23 14:41:19 PDT 2009,NO_QUERY,Whagi_The_Gamer,Well pissed off. Sacred 2 main quest has bugged out on me and I cant continue. So that's that binned! 
1580544,4,2190081220,Tue Jun 16 01:42:47 PDT 2009,NO_QUERY,sloane,@dp_daily Rice three meals a day. All 3! I think it would be harder here not to like rice than to be a vegetarian. Thinking of you 
914686,4,1752940783,Sat May 09 23:31:34 PDT 2009,NO_QUERY,mypetpeevescom,I love Google's Mothers day theme  http://tr.im/jtl8
1299951,4,2006413736,Tue Jun 02 11:07:57 PDT 2009,NO_QUERY,shelbiwoo,Its my birthday!  and im now in new york.
274799,0,1990670251,Mon Jun 01 05:27:57 PDT 2009,NO_QUERY,divasoria,brownout  oh third world
1243237,4,1994501155,Mon Jun 01 12:00:57 PDT 2009,NO_QUERY,FireLilyAMG,"Patty Griffin, one of my all time fave musicians. The perfect music to always bring me up. Can't beat her!  â« http://blip.fm/~7fzff"
20655,0,1557120224,Sun Apr 19 02:07:23 PDT 2009,NO_QUERY,gemmababy01,School Starts Tomorrow  Dont Want To Go!
372898,0,2050877563,Fri Jun 05 19:27:18 PDT 2009,NO_QUERY,MeccaMoore,I'm Jammin on the NONE!!! And watching the homies play PS3. 
1360943,4,2048923616,Fri Jun 05 16:00:07 PDT 2009,NO_QUERY,HunnyROCKWELL,@djcmc thanks buddy  u spinning tonight?
204610,0,1972660833,Sat May 30 09:38:45 PDT 2009,NO_QUERY,nj_linguist,Good news: lots of work coming in. Bad news: it means working all weekend. 
577559,0,2212625812,Wed Jun 17 14:19:52 PDT 2009,NO_QUERY,antonio6908,"@nvncyble o  well our kinda love or not just to be around it instead of single, separated, an divorced folk all the time would do me good"
243552,0,1981569384,Sun May 31 09:25:51 PDT 2009,NO_QUERY,luladeebabe,needs motivation to do her hair  history project killllllll me
1326260,4,2015234823,Wed Jun 03 04:05:48 PDT 2009,NO_QUERY,netvibes,@wichor thanks for the idea. we'll think about it 
635188,0,2233538313,Thu Jun 18 21:30:32 PDT 2009,NO_QUERY,thehemmen,just came back from a long day at the states. got some new clothes though. hurrah. ah yes. missed Sxe Phil though 
700620,0,2254821980,Sat Jun 20 10:20:13 PDT 2009,NO_QUERY,roseflower7,had a nice day today watching toy story and shrek on the big screen...a little upset im not going to be seeing matt for about 2 weeks 
1594476,4,2192162720,Tue Jun 16 06:36:37 PDT 2009,NO_QUERY,DC_FAN,@larssonpatrik Its one of the greats shows!  have fun watching 
1515255,4,2175577691,Mon Jun 15 01:23:05 PDT 2009,NO_QUERY,ikevyftw,@drewbrian yea! Next week? 
1230063,4,1991494075,Mon Jun 01 07:08:24 PDT 2009,NO_QUERY,ajbartolome,@EyahBabe yup it's a flu type weather but i'll be fine..time to work tomorrow 
1401953,4,2054639228,Sat Jun 06 07:47:07 PDT 2009,NO_QUERY,deepthimurali,"tweet from @kuttyedathi reminded me of my 3 year old cousin asking me to change channels saying, &quot;i want to thee knee and the thoulderrr&quot; "
11882,0,1551554078,Sat Apr 18 09:21:43 PDT 2009,NO_QUERY,linamarie7,Laying down..got out of work for couple hours! NAP TIME! Sleepy and sick. 
339251,0,2014608214,Wed Jun 03 02:05:34 PDT 2009,NO_QUERY,krazy_gal_x,Can't seem to find 'The Fake Jo Whiley' Twitter started by Chris Moyles! 
77203,0,1696076913,Mon May 04 07:33:44 PDT 2009,NO_QUERY,caffeinebomb,"@TheLazyUpstart need to check it out when get the net on the go. The g1 is good, but its not that good. "
14782,0,1553857167,Sat Apr 18 15:24:05 PDT 2009,NO_QUERY,Adriana5330,"im lonely  keep me company! 22 female, Corpus Christi - Texas"
557822,0,2204609745,Wed Jun 17 02:40:08 PDT 2009,NO_QUERY,finestimaginary,"@sickforcute oh man, I'm so jealous that you get to go to disney regularly "
1306939,4,2012134421,Tue Jun 02 20:07:33 PDT 2009,NO_QUERY,IcemanYVR,"@WhitecapsFC Why is tonights game so important? Sorry, new fan "
1572525,4,2188942809,Mon Jun 15 22:53:47 PDT 2009,NO_QUERY,leesaamarie,@QueenSapphyre dangling feet. 
1468193,4,2064712543,Sun Jun 07 06:59:26 PDT 2009,NO_QUERY,frozenfood,"@adventurejess wow you are a twitter tornado, I can't keep up with you "
784460,0,2324173255,Thu Jun 25 02:28:50 PDT 2009,NO_QUERY,mattroberts88,Only found out today that Ross Noble was in Perth last night 
1004992,4,1880467914,Fri May 22 01:20:56 PDT 2009,NO_QUERY,Strumbunny,@ace_frehley ooooh spill spill spill!!! 
1129725,4,1975581584,Sat May 30 15:27:45 PDT 2009,NO_QUERY,kateewooh,wopwop for diversity....loving shaun too though  x
917101,4,1753433013,Sun May 10 01:36:48 PDT 2009,NO_QUERY,allyssaivey,why wouldn't I? 
580998,0,2214144830,Wed Jun 17 16:19:47 PDT 2009,NO_QUERY,SelenaHing,"when is H&amp;M coming to Portland, OR!! We always get stores last "
509890,0,2189521521,Tue Jun 16 00:13:51 PDT 2009,NO_QUERY,aprilapple,wut wut? Sneaky Sound System in vancouver this friday and i'm going to miss it.   why is this happening to me?!
535897,0,2198155728,Tue Jun 16 15:40:48 PDT 2009,NO_QUERY,misscracker,@kikimarie593 now you're sick? i hope u feel better 
1548389,4,2183020770,Mon Jun 15 13:56:32 PDT 2009,NO_QUERY,tweeteradder13,@sharonsgardns Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
640166,0,2234911502,Fri Jun 19 00:00:54 PDT 2009,NO_QUERY,emeraldcitystar,"Too cold and sore to fall asleep  wishin it was like 2 weeks ago, cuddled up with @BBexs in her heaven bed."
826261,4,1556646265,Sat Apr 18 23:42:20 PDT 2009,NO_QUERY,careymay,@tnthresher yep. Still hate you. And I mean that with all my heart. 
1118919,4,1973675838,Sat May 30 11:36:53 PDT 2009,NO_QUERY,katrinakrull,heading out to a birthday party in a few!  later twitterville!!
1159275,4,1979335278,Sun May 31 02:36:13 PDT 2009,NO_QUERY,EduCat0R,Goodnight twitter  send txt to 2197122664 pls k thx &lt;3
1300435,4,2006627341,Tue Jun 02 11:26:47 PDT 2009,NO_QUERY,JayWalcott,@therealmarymary I just wanted to take this time 2 say I appreciate ur ministry and ALL ur Records..They've helped me time and time again 
209880,0,1974087701,Sat May 30 12:24:59 PDT 2009,NO_QUERY,lauuurrra,the phone lines for britains got talent are busy and i cant get through  !
184863,0,1967822515,Fri May 29 20:16:20 PDT 2009,NO_QUERY,socalreyes,It feels like I'm swallowing razorblades  I need a margaritta stat!
369131,0,2049761072,Fri Jun 05 17:27:11 PDT 2009,NO_QUERY,Jessica_Lopez32,I dont want to get sick 
190381,0,1969347965,Fri May 29 23:45:17 PDT 2009,NO_QUERY,LEXercise,@ThatDope Awww @ no luv back &amp; A.D.D 
1051669,4,1961214008,Fri May 29 09:09:24 PDT 2009,NO_QUERY,faltarego,"@Asheyna Does the parrot tweet?  More importantly, does the parrot get you coffee??"
370145,0,2050059537,Fri Jun 05 17:59:45 PDT 2009,NO_QUERY,itsrinamarie,Awww just passed cas  i miss my class! :/
558320,0,2204718628,Wed Jun 17 02:57:23 PDT 2009,NO_QUERY,vonIrrwegen,"@DavidAllenKoehn I think, the hole world is going back to retro! "
1225817,4,1990741689,Mon Jun 01 05:38:08 PDT 2009,NO_QUERY,sheracheson,Love the photo of jade Mcartney and their American girls ...   http://yfrog.com/11g5bj
2370,0,1468362722,Tue Apr 07 01:12:35 PDT 2009,NO_QUERY,justsoren,working on my senior paper 
1219952,4,1990001419,Mon Jun 01 03:32:54 PDT 2009,NO_QUERY,Bardees_S,I can't stop listening to their &quot;Rule the world&quot; song  I recently discovered it and think it's amazing! @hala_k I think Take That.
319968,0,2003177699,Tue Jun 02 06:02:09 PDT 2009,NO_QUERY,pppatricia,the soles of my feet are covered in blisters. ow. 
1158696,4,1979286465,Sun May 31 02:23:58 PDT 2009,NO_QUERY,TheIceBear,Surf's up! But at least it isn't raining... 
1366068,4,2050078945,Fri Jun 05 18:01:42 PDT 2009,NO_QUERY,sora120691,"So yeah, I am done with junior year at NCSSM. Yay "
1561367,4,2186575343,Mon Jun 15 19:02:04 PDT 2009,NO_QUERY,Odissi,Girls night in the studio tonight! working on a collab with Jen Lasher...Sounding great! Few hours sleep then back to it in the morning 
78454,0,1751360007,Sat May 09 19:16:01 PDT 2009,NO_QUERY,magikjaz,@blueeyedbanshee I can't *cries* hubby's still at work &amp; he's gotta go in early 2moro 4 mother's day so we're staying in 2nite 
315566,0,2002221371,Tue Jun 02 03:32:56 PDT 2009,NO_QUERY,reetpeet,Resident parking fee increase...Grrrrrrrrrrrrrrrrrrrrrrr! 
563024,0,2205809227,Wed Jun 17 05:29:03 PDT 2009,NO_QUERY,jtwill84,@lleitnaker I know.  I've got my laptop at work with me so I can try throughout the day.
1526154,4,2176987814,Mon Jun 15 05:12:28 PDT 2009,NO_QUERY,Maw615,Happy birthday to meeee! 
607424,0,2222955379,Thu Jun 18 07:39:45 PDT 2009,NO_QUERY,jennieeZ,havent had good sleep in a week...i want my fluffy pillow 
167534,0,1961751634,Fri May 29 09:59:26 PDT 2009,NO_QUERY,Mattisrad11,yeaaaahh lunch but no food/money 
1591294,4,2191544711,Tue Jun 16 05:29:54 PDT 2009,NO_QUERY,BLueCATDeMoCrAT,Its so nice to see everyone wearing freedom green.  Peace to Iran!
571386,0,2208809314,Wed Jun 17 09:39:23 PDT 2009,NO_QUERY,katie_bug9,@sevendaymile I miss Buffy too 
783732,0,2323992772,Thu Jun 25 02:00:37 PDT 2009,NO_QUERY,Sewwychristine,"Losing concentration again... Contemplating going to bed, but thats three decent hours of study I'll lose...  I hate exams."
1537769,4,2179701601,Mon Jun 15 09:27:55 PDT 2009,NO_QUERY,Blake_Calhoun,"@TarynSouthern Hi Taryn, it's a SAG indie called &quot;Spilt Milk&quot; shooting in Texas. I can't wait to see &quot;Paper Heart&quot; too. Jake is great! "
87903,0,1754649347,Sun May 10 06:57:54 PDT 2009,NO_QUERY,SP0NTANEOU5_,"uuughhh i dunt wannnnna start my essay again but I gotta ..  and after that, i'll start my shakespear.. HELP ME save me frum misery lol"
1215397,4,1989535413,Mon Jun 01 01:54:27 PDT 2009,NO_QUERY,Kelzykins,"@Liyonah Ohhh, I have to go catch up.  Parallel characters- great idea "
565300,0,2206471023,Wed Jun 17 06:35:39 PDT 2009,NO_QUERY,Sam10rae,i hope the indians game doesnt get rained out 
95143,0,1791737864,Wed May 13 20:57:36 PDT 2009,NO_QUERY,RYUZAKl,"@lenars  yes unfortunately, i stayed over at a friends house and i guess i caught something over there"
962129,4,1827331251,Sun May 17 10:29:11 PDT 2009,NO_QUERY,sunshinejenay,Sleeeep! Agh. I'm so tired and they wrote 'gay' on me last night. 
1528006,4,2177296657,Mon Jun 15 05:50:52 PDT 2009,NO_QUERY,brokensmilegirl,damn it! i broke another fly swatter!!! LOL! de ja vu from last year....LOL 
989426,4,1834874827,Mon May 18 04:28:51 PDT 2009,NO_QUERY,misetak,@dawnhallybone @PhilGreaney  We could just get all the others out! 
1536074,4,2179179008,Mon Jun 15 08:45:13 PDT 2009,NO_QUERY,KandiPanda1,"doing nothing. I just finished uploading my 6,7 and 8th videos onto youtube. Yay! only cuz my friends told me to thou. So.....i'm bored! "
1475320,4,2065888018,Sun Jun 07 09:29:14 PDT 2009,NO_QUERY,danikkstar,so far i'm by 536 words on my essay almost done!! 
1228275,4,1991153351,Mon Jun 01 06:30:23 PDT 2009,NO_QUERY,TCSCN,@Destini41 Why can't you have a lay over in OKC?  That'd be cool.
160819,0,1957151886,Thu May 28 23:39:51 PDT 2009,NO_QUERY,xdetergentx,"creeped it up at the ice cream social! good times. lars and the real girl, such a sad movie "
828688,4,1557060348,Sun Apr 19 01:47:32 PDT 2009,NO_QUERY,angieODT79,"Hahaha!  And now we know!  There is a limit to tweets!  I may be the only crazy that reached it, but I'm the best kind...DannyTown Crazy! "
1347049,4,2044452460,Fri Jun 05 09:22:46 PDT 2009,NO_QUERY,sayhellomel,@elyse_bailey green is not a good color on you. 
1334112,4,2016620309,Wed Jun 03 07:05:12 PDT 2009,NO_QUERY,BellaJanelle,is doing alot of planning for our Keystone party!! Whoot Whoot to the Boys and Girls Club of America! 
972441,4,1832578151,Sun May 17 21:03:02 PDT 2009,NO_QUERY,CasperMcFadden,"@caroldn I actually slept through some.  I'm a deep sleeper    As a kid, I slept through a kitchen fire. Firemen and all and I miss it."
298360,0,1997655759,Mon Jun 01 17:13:43 PDT 2009,NO_QUERY,orangejack,"@loricrocker yes, Boston Coffee has free wifi - but not a lot of outlets! "
556269,0,2204244017,Wed Jun 17 01:42:15 PDT 2009,NO_QUERY,justjessjess,I misss him  soo mutch fuuuuuuuk
1280879,4,2001682311,Tue Jun 02 01:42:34 PDT 2009,NO_QUERY,crazyshey,says bagal mgload ng BOF.  http://plurk.com/p/xtz6c
1014343,4,1881427334,Fri May 22 04:37:58 PDT 2009,NO_QUERY,paulpuddifoot,Have a great afternoon everyone 
812654,4,1548558270,Fri Apr 17 21:17:26 PDT 2009,NO_QUERY,sAintchimo,today I had the most money in my hands than I'd ever had before! Yay unemployment and tax refund! 
780530,0,2323197774,Thu Jun 25 00:06:53 PDT 2009,NO_QUERY,tmofee,@heidiheartshugs 
1244180,4,1994762123,Mon Jun 01 12:25:10 PDT 2009,NO_QUERY,BonbiForest,"@deargolden That happened to me too, I had to report it to Twitter and keep trying to upload. So annoying!! Hope you get it sorted "
204656,0,1972672232,Sat May 30 09:40:05 PDT 2009,NO_QUERY,marysaysholler,"@fluffykinz aw, why are you sick!? "
62472,0,1687116687,Sun May 03 07:48:53 PDT 2009,NO_QUERY,bjeld,Back from the beach. No wind = no surf  . but go a chance to check out the new gear.
1210859,4,1989093632,Mon Jun 01 00:19:29 PDT 2009,NO_QUERY,williamdegraaf,@esmeeworld Have a nice trip girl!! 
1277670,4,2001345123,Tue Jun 02 00:34:58 PDT 2009,NO_QUERY,kahseng,"@sgBEAT:kahwoon i guess upload high is good, but not like i'm doing anything with it. no intention to seed torrents "
1462639,4,2064048600,Sun Jun 07 05:03:00 PDT 2009,NO_QUERY,Speaker99,@Amalari  I guess it like taxes  you just have to live with it !  
1452627,4,2063155105,Sun Jun 07 01:34:15 PDT 2009,NO_QUERY,bellzluvedz,"@nessiecullenxD yah!! yah!! i love that, too. "
593861,0,2218347733,Wed Jun 17 22:19:04 PDT 2009,NO_QUERY,MarissaJadeElle,"Still feeling the wrath of the beer from last night...  *pouts*        The animals need help, please visit Peta.com to take ation NOW"
422928,0,2062762599,Sun Jun 07 00:12:58 PDT 2009,NO_QUERY,d33pak,"Why are @HowToMeetWomen , @foofooandmore and @LiveCounseling following ME??? "
57224,0,1685616785,Sun May 03 01:13:05 PDT 2009,NO_QUERY,georgie_carroll,@Toongen craaaap. i was hoping it would be thurs or fri. I'm so going to fail  is commerce open book?
138963,0,1880689782,Fri May 22 02:08:42 PDT 2009,NO_QUERY,SnakeyLane,it's going to be a busy Friday - and I am working on the bank holiday - yippee 
997337,4,1836061237,Mon May 18 07:17:43 PDT 2009,NO_QUERY,parasiil,"On the way to London, friends do check-in for me since I am late to airport "
1269659,4,2000270745,Mon Jun 01 21:45:32 PDT 2009,NO_QUERY,digipug,"Sooooo diggin' on GrooveShark.com, yet again! Once more, huge thnx @jmbuckingham for introducing me!!  "
205295,0,1972836047,Sat May 30 09:58:51 PDT 2009,NO_QUERY,SaintGloria,Why did Andres ruin GDC?  General and Green Day chat are meant to be together.
2579,0,1468405800,Tue Apr 07 01:28:15 PDT 2009,NO_QUERY,Li_nda,Going to school in twenty minutes. I have a head-ache T_T. I'm not looking forward to meeting my angry teacher 
460848,0,2169457556,Sun Jun 14 14:32:10 PDT 2009,NO_QUERY,Free2b_you,Exam Day  ahhhhhhhh. haha thanks for all the good luck's - i'm going to need them!! xox
213970,0,1975127451,Sat May 30 14:30:18 PDT 2009,NO_QUERY,jam0903,Would someone turn the wind down olease?  Want to eat outdoors  
445484,0,2068136366,Sun Jun 07 13:33:41 PDT 2009,NO_QUERY,tommyvetter,Woke up at 1 - finally on an approptiate sleeping schedule. Too  bad we leave in 2 days. 
628770,0,2231412512,Thu Jun 18 18:30:40 PDT 2009,NO_QUERY,CSthePoet,At Camilo's house hanging out and catching up on things. Im not so happy with some of the things he's telling me thats been going on... 
398157,0,2056817603,Sat Jun 06 11:51:03 PDT 2009,NO_QUERY,YasmineO,"@ConvertSpndthft in Calgary,Alberta. At least its not a lot of snow..i guess "
368385,0,2049491360,Fri Jun 05 16:58:32 PDT 2009,NO_QUERY,urtherevolution,@runlinz Oh no. I hope you found it early and feel better quickly 
1486041,4,2067998883,Sun Jun 07 13:19:23 PDT 2009,NO_QUERY,Callsson,"I was very sceptically at the beginning, to I it tried out and which I was to say it functioned really  ---&gt; http://www.winplace.at"
1390923,4,2053270226,Sat Jun 06 03:56:20 PDT 2009,NO_QUERY,marggaux,"@1capplegate did you enjoy your trip ? thanks for the first answer, so kind of you "
1012740,4,1881240441,Fri May 22 04:03:43 PDT 2009,NO_QUERY,Fletchchax,@LittleFletcher @wisteria_90 @EmsMcFlyer @tommcfly @gfalcone601  @zivklara #votemcfly http://www.musiqtone.com/  Pass it on x 
1099375,4,1970569975,Sat May 30 04:23:37 PDT 2009,NO_QUERY,ZoeSheffield,getting ready  lovely sunny day . I shall try and get a tan  xx
791235,0,2325895211,Thu Jun 25 06:14:14 PDT 2009,NO_QUERY,BeverlyMonical,My last tweet? Sorry for the misspell. Didn't proof read. 
872917,4,1679210995,Sat May 02 08:48:27 PDT 2009,NO_QUERY,esotericsean,"Working on @rorysfirstkiss, then going to LA later to meet @jaemin_yi with @pilamin "
715275,0,2259370746,Sat Jun 20 17:28:06 PDT 2009,NO_QUERY,JBnVFCLover786,@ashley_eastwest ooopzz..I messaged him not commented sorryy 
1436868,4,2061066302,Sat Jun 06 20:06:44 PDT 2009,NO_QUERY,cjs_3,"@starlingpoet I totally agree, love all the tweeple here "
556283,0,2204246318,Wed Jun 17 01:42:37 PDT 2009,NO_QUERY,pushinmeaway,headache  gnight
159241,0,1956793189,Thu May 28 22:42:15 PDT 2009,NO_QUERY,sweetkisses277,@SusanCha Omigoodness! Thats not good 
474841,0,2177437598,Mon Jun 15 06:06:19 PDT 2009,NO_QUERY,Lavvers,"wishing i could get a bloody job, no fitness instructor vacancies anywhere. "
851724,4,1565955706,Mon Apr 20 07:54:57 PDT 2009,NO_QUERY,bonafidehcom,@Day26OnStTeam I'm from Chicago 
108362,0,1824258382,Sun May 17 00:38:15 PDT 2009,NO_QUERY,kesoleil,Just spent 2 hours video chatting with my best girlfriend.  I wish she hadn't had to move back to Australia. I miss her. 
224940,0,1977529446,Sat May 30 21:09:24 PDT 2009,NO_QUERY,madathena,I sad I didn't get to go to the maker faire today. My plan to nap and then go got thwarted by neighbors building stairs next to my window 
317996,0,2002729047,Tue Jun 02 05:00:45 PDT 2009,NO_QUERY,GlastoWatch,BBC is quoting Downing St as saying that stories of Jacqui Smith's resignation are only speculation. 
342030,0,2015170364,Wed Jun 03 03:54:49 PDT 2009,NO_QUERY,cferris4,i miss you mama! 
882586,4,1685996673,Sun May 03 03:11:53 PDT 2009,NO_QUERY,tebergin,"@Bytorsnowdog Haha. I mean I know my life is terribly exciting, but I didn't think it warrented helicopters "
770129,0,2301886220,Tue Jun 23 16:02:42 PDT 2009,NO_QUERY,yvetteava,"@RonHermanDotCom Great hats!! How did you take off the green off your picture? I am too green, please help. Can't find answer anywhere "
1089059,4,1969662359,Sat May 30 00:46:54 PDT 2009,NO_QUERY,Shades29A,"gong to the Antwerp Zoo 2day, and later on to the Sinksefoor "
1164850,4,1979796259,Sun May 31 04:32:22 PDT 2009,NO_QUERY,torilovesbradie,"@sarahhh3 yeah good, I'm sooo full. My last tweet to u told me wat I did today! Now I'm sitting on the floor, writing a song  xxx"
1554623,4,2184942709,Mon Jun 15 16:38:56 PDT 2009,NO_QUERY,miszangie88,Running around with &quot;baby daddy&quot;..... and ignoring &quot;bama&quot;... 
1398759,4,2054140322,Sat Jun 06 06:39:32 PDT 2009,NO_QUERY,KimWood,@JennRathbun Happy BDay party to your youngest!! I hope you het good weather! it was humid for my run.... nice now 
1177251,4,1981390634,Sun May 31 09:03:11 PDT 2009,NO_QUERY,kimisasupergirl,"&amp;&amp; yeah, HE loves me too! "
1077359,4,1967657809,Fri May 29 19:59:04 PDT 2009,NO_QUERY,denisequintana,#followfriday @rustyrockets --&gt;you wont regret it 
1281874,4,2001780193,Tue Jun 02 02:02:53 PDT 2009,NO_QUERY,CoffeebreakDMV,"@racheltrue *goldSTAR* 2 u!!.2 wish olf bf well and having to see his image IS a huge growth lesson, that you passed with Honor Levels! "
1195316,4,1984601096,Sun May 31 15:25:49 PDT 2009,NO_QUERY,KariRippetoe,@GMarketingGuy Thank you! 
81492,0,1752737926,Sat May 09 22:49:27 PDT 2009,NO_QUERY,bistre,My bus is here.. No more Wi-Fi 
1522260,4,2176422408,Mon Jun 15 03:50:01 PDT 2009,NO_QUERY,KO_Yahweh,@PrincessLisako good morning 
662585,0,2243691500,Fri Jun 19 13:46:32 PDT 2009,NO_QUERY,edwestwicklover,@SophieeOx wat how it dosnt to mine 
1578421,4,2189810477,Tue Jun 16 00:58:20 PDT 2009,NO_QUERY,elsekramer,@Schroedinger99 when the Lady Smiles 
502542,0,2187566688,Mon Jun 15 20:28:21 PDT 2009,NO_QUERY,TommieGreen,@wemaejor That's Yo Nigga? 
1519392,4,2176070835,Mon Jun 15 02:49:49 PDT 2009,NO_QUERY,fiera78,"@Bebs33 Yeah, i love it too "
1489501,4,2068705902,Sun Jun 07 14:33:07 PDT 2009,NO_QUERY,vincelatz,http://twitpic.com/6uya3 - So MPC Staff bought me a picture cake 
71793,0,1694054273,Mon May 04 00:52:51 PDT 2009,NO_QUERY,sarahlovesmicky,Going to cry because nicole isnt replying to my message  @asleepylee: you will OWN.
879794,4,1685517966,Sun May 03 00:45:06 PDT 2009,NO_QUERY,hexWarrior,@RockChickDesign drink well!  i'm off to bed.  wish i was there partying up a storm. 
77014,0,1695958052,Mon May 04 07:18:57 PDT 2009,NO_QUERY,Katcoleman1,@rina_123 My head hurts!  waaahhh!!!!
1397779,4,2054009609,Sat Jun 06 06:19:18 PDT 2009,NO_QUERY,colocelt,"@dandyscopic @DCBrent Meth is a problem all over, glad to hear you &quot;just say no&quot; "
1596621,4,2192721678,Tue Jun 16 07:27:18 PDT 2009,NO_QUERY,YuNoeGibbz,is feeling better....the music really works! watching the lil kids today..and now...NUMBERS  1...2...3...
1319552,4,2014490216,Wed Jun 03 01:42:21 PDT 2009,NO_QUERY,maeeyah,@craaazymeaaah Hmmm. The 412 one. 
799302,0,2328936966,Thu Jun 25 10:09:39 PDT 2009,NO_QUERY,ros100,"OK MOMS HOME AND I PASSED! WOOOO!...wait, that means...No more Mackey... NOOOOO -cries- "
1047125,4,1957732403,Fri May 29 01:26:04 PDT 2009,NO_QUERY,dyramazing,yaaaah i meant @Livia91 
867411,4,1677766028,Sat May 02 03:52:17 PDT 2009,NO_QUERY,tatianafrosario,On my way to my spa day  VERY MUCH NEEDED!! 
625804,0,2230371003,Thu Jun 18 17:01:10 PDT 2009,NO_QUERY,Web526,Today was brutal 
922213,4,1754376501,Sun May 10 06:03:16 PDT 2009,NO_QUERY,TraceyHewins,@Hapson ah. Go Manchester  #TwitterTakeover 
742803,0,2266654209,Sun Jun 21 08:52:41 PDT 2009,NO_QUERY,dead_princess,"@JaneHungOz &amp; when I'm in my house, I'm so tired that I don't even look at the computer xD too bad I don't have internet there "
